0	22	18	14	99	99	99	99	99	99	99	99
22	0	10	6	99	99	99	99	8	99	99	99
18	10	0	2	99	99	99	99	99	99	99	99
14	6	2	0	99	99	99	99	99	99	99	99
99	99	99	99	0	22	99	99	99	99	99	99
99	99	99	99	22	0	26	99	99	99	99	99
99	99	99	99	99	26	0	18	99	99	99	99
99	99	99	99	99	99	18	0	99	27	99	99
99	8	99	99	99	99	99	99	0	14	99	99
99	99	99	99	99	99	99	27	14	0	22	99
99	99	99	99	99	99	99	99	99	22	0	10
99	99	99	99	99	99	99	99	99	99	10	0
